QW917_016668	GO:0016020;GO:0005737;GO:0005622;GO:0110165
QW917_030955	GO:0005737;GO:0005622;GO:0110165;GO:0044237;GO:0006790;GO:0009987;GO:0008152;GO:0003824;GO:0008146;GO:0016740
QW917_023273	GO:0005576;GO:0005615;GO:0110165
QW917_021519	GO:0016740;GO:0003824;GO:0016741;GO:0008168
QW917_034219	GO:0043227;GO:0016020;GO:0005777;GO:0005737;GO:0043231;GO:0043229;GO:0042579;GO:0005622;GO:0043226;GO:0110165;GO:0009987;GO:0019216;GO:0016485;GO:0006631;GO:0009056;GO:0006508;GO:0006635;GO:0019222;GO:0009062;GO:0008152;GO:0034440;GO:0006082;GO:0072329;GO:0046395;GO:0019538;GO:0010467;GO:0065007;GO:0031329;GO:0044281;GO:0006807;GO:0044242;GO:1901564;GO:0044237;GO:0032787;GO:0031323;GO:0080090;GO:0050789;GO:0050794;GO:0051604;GO:1901575;GO:0016042;GO:0044248;GO:0044238;GO:0043436;GO:0016054;GO:0019752;GO:0071704;GO:0042180;GO:0009894;GO:0006629;GO:0043170;GO:0044255;GO:0030258;GO:0044282;GO:0008233;GO:0016787;GO:0004175;GO:0008236;GO:0003824;GO:0004252;GO:0140096;GO:0017171
QW917_000889	GO:0043227;GO:0005622;GO:0140535;GO:0032991;GO:0016020;GO:0043231;GO:0030880;GO:1990234;GO:0043229;GO:0061695;GO:0140513;GO:1902494;GO:0005634;GO:0043226;GO:0110165;GO:0006996;GO:0009987;GO:0022607;GO:0071103;GO:0070828;GO:0044085;GO:0019222;GO:0006323;GO:0008152;GO:0040029;GO:0009892;GO:0016043;GO:0010467;GO:0065007;GO:0051276;GO:0006333;GO:0060255;GO:0031048;GO:0050789;GO:0010468;GO:0031497;GO:0010605;GO:0071704;GO:0071840;GO:0006325;GO:0031507;GO:0048519;GO:0043170;GO:0010629;GO:0045814
QW917_009903	GO:0005813;GO:0043228;GO:0005815;GO:0005814;GO:0005856;GO:0043232;GO:0015630;GO:0043229;GO:0005622;GO:0043226;GO:0110165
QW917_018111	GO:0007017;GO:0006996;GO:0009987;GO:0030030;GO:0048199;GO:0022607;GO:0016192;GO:0070727;GO:0051179;GO:0006903;GO:0060271;GO:0000226;GO:0007010;GO:0044085;GO:0051648;GO:0046907;GO:0034613;GO:0035082;GO:0031503;GO:0120031;GO:0044782;GO:0016043;GO:0051656;GO:0030705;GO:0051640;GO:0006928;GO:0008104;GO:0120036;GO:0061512;GO:0070925;GO:0035735;GO:0030031;GO:0010970;GO:0033365;GO:0099111;GO:0051641;GO:0007018;GO:0006810;GO:0048193;GO:0001578;GO:0071840;GO:0051650;GO:0033036;GO:0051234;GO:1905349;GO:0097712;GO:0051649;GO:0042073;GO:0032991;GO:0016020;GO:0005929;GO:0042995;GO:0005622;GO:0043228;GO:0005815;GO:0030990;GO:0005814;GO:0043229;GO:0015630;GO:0043227;GO:0043226;GO:0120025;GO:0005813;GO:0005856;GO:0043232;GO:0030992;GO:0098590;GO:0005886;GO:0071944;GO:0110165
QW917_036258	GO:0008324;GO:0005261;GO:0046873;GO:0015267;GO:0022890;GO:0005262;GO:0015085;GO:0022803;GO:0005215;GO:0015318;GO:0022857;GO:0015075;GO:0005216;GO:0051606;GO:0050982;GO:0009628;GO:0009605;GO:0009612;GO:0050896;GO:0016020;GO:0110165
QW917_005126	GO:0032991;GO:0031982;GO:0016020;GO:0012505;GO:0043231;GO:0005622;GO:0030008;GO:0005773;GO:0043229;GO:0043227;GO:0043226;GO:0097708;GO:0140535;GO:0099023;GO:0005737;GO:0005794;GO:0005886;GO:0005768;GO:0071944;GO:0031410;GO:0110165;GO:0051641;GO:0046907;GO:0048193;GO:0009987;GO:0042147;GO:0006810;GO:0016482;GO:0016192;GO:0051234;GO:0051179;GO:0016197;GO:0051649;GO:0006891
QW917_032417	GO:0005794;GO:0005886;GO:0071944;GO:0016020;GO:0005737;GO:0012505;GO:0043231;GO:0005773;GO:0043229;GO:0043227;GO:0005622;GO:0043226;GO:0110165;GO:0003824;GO:0008146;GO:0016740
QW917_016767	GO:0016787;GO:0022804;GO:0017111;GO:0016817;GO:0003824;GO:0005215;GO:0016818;GO:0016887;GO:0022857;GO:0016462;GO:0140657;GO:0009987;GO:0006810;GO:0051179;GO:0051234;GO:0055085;GO:0016020;GO:0110165
QW917_010637	GO:0009987;GO:0071826;GO:0008380;GO:0022607;GO:0006397;GO:0044085;GO:0016071;GO:0016070;GO:0000377;GO:0008152;GO:0016043;GO:0000375;GO:1901360;GO:0010467;GO:0022613;GO:0006807;GO:0044237;GO:0006396;GO:0006725;GO:0043933;GO:0044238;GO:0090304;GO:0006139;GO:0034641;GO:0034622;GO:0071704;GO:0071840;GO:0065003;GO:0022618;GO:0000245;GO:0045292;GO:0000398;GO:0006376;GO:0043170;GO:0046483;GO:0005685;GO:0005622;GO:0097525;GO:0032991;GO:0016020;GO:0120114;GO:0043231;GO:0043229;GO:0030532;GO:0140513;GO:0043227;GO:1990904;GO:0005634;GO:0043226;GO:0110165;GO:0003723;GO:1901363;GO:0097159;GO:0003676;GO:0005488;GO:0036002
QW917_036304	GO:0031012;GO:0005576;GO:0005615;GO:0071944;GO:0062023;GO:0030312;GO:0110165
QW917_023841	GO:0000779;GO:0099513;GO:0032991;GO:0099512;GO:0005622;GO:0099080;GO:0043228;GO:0005874;GO:0000775;GO:0015630;GO:0043229;GO:0098687;GO:0005819;GO:0043226;GO:0005694;GO:0000793;GO:0005876;GO:0000940;GO:0005856;GO:0043232;GO:0099081;GO:0000776;GO:0110165;GO:0007059;GO:0006996;GO:0009987;GO:0071840;GO:0022402;GO:1903047;GO:0140014;GO:0000280;GO:0016043;GO:0000278;GO:0048285;GO:0007049;GO:0005515;GO:0008017;GO:0015631;GO:0008092;GO:0005488
QW917_032444	GO:0005938;GO:0071944;GO:0005737;GO:0005622;GO:0110165;GO:0030030;GO:0009987;GO:0007399;GO:0009913;GO:0048729;GO:0009887;GO:0009653;GO:0030182;GO:0016043;GO:0009791;GO:0048699;GO:0048856;GO:0120036;GO:0030855;GO:0007275;GO:0035295;GO:0032502;GO:0009888;GO:0002009;GO:0048731;GO:0022008;GO:0032501;GO:0048513;GO:0048869;GO:0060429;GO:0071840;GO:0008544;GO:0030154;GO:0035239
QW917_022001	GO:0007265;GO:0007264;GO:0009987;GO:0035556;GO:0007154;GO:0050789;GO:0050794;GO:0051716;GO:0050896;GO:0065007;GO:0007266;GO:0007165;GO:0023052;GO:0005886;GO:0071944;GO:0009986;GO:0016020;GO:0110165;GO:0019838;GO:0005515;GO:0038023;GO:0004888;GO:0060089;GO:0005488
QW917_027956	GO:0016020;GO:0071944;GO:0005886;GO:0110165;GO:0007166;GO:0009987;GO:0007224;GO:0007154;GO:0050789;GO:0050794;GO:0051716;GO:0050896;GO:0065007;GO:0007165;GO:0023052;GO:0001664;GO:0005515;GO:0038023;GO:0004888;GO:0060089;GO:0005102;GO:0005488
QW917_021059	GO:0009987;GO:0008152;GO:0044237;GO:0006725;GO:0019438;GO:0009058;GO:0032259;GO:0044249;GO:0008757;GO:0016740;GO:0016741;GO:0003824;GO:0008168;GO:0008171
QW917_005446	GO:0005794;GO:0005886;GO:0031984;GO:0071944;GO:0098791;GO:0016020;GO:0005737;GO:0012505;GO:0043231;GO:0005773;GO:0043229;GO:0043227;GO:0005802;GO:0005622;GO:0043226;GO:0110165
QW917_020830	GO:0031226;GO:0031224;GO:0005887;GO:0005886;GO:0071944;GO:0016020;GO:0016021;GO:0110165;GO:0009987;GO:0007154;GO:0050789;GO:0007186;GO:0050794;GO:0051716;GO:0050896;GO:0065007;GO:0007165;GO:0023052;GO:0004888;GO:0060089;GO:0038023;GO:0004930
QW917_031717	GO:0008324;GO:0015081;GO:0015294;GO:0046873;GO:0022853;GO:0022890;GO:0051119;GO:0015291;GO:0022804;GO:0015144;GO:0005215;GO:0015318;GO:0022857;GO:0015075;GO:0015293;GO:0031224;GO:0005886;GO:0071944;GO:0016020;GO:0016021;GO:0110165
QW917_029396	GO:0032502;GO:0048731;GO:0007399;GO:0032501;GO:0048856;GO:0007275
QW917_003348	GO:0005739;GO:0016020;GO:0005737;GO:0043231;GO:0043229;GO:0043227;GO:0005622;GO:0043226;GO:0110165;GO:0046872;GO:0043167;GO:0008270;GO:0043169;GO:0005488;GO:0046914;GO:0006996;GO:0009987;GO:0071840;GO:0016043;GO:0007005
QW917_014367	GO:0005622;GO:0005938;GO:0015629;GO:0005886;GO:0043228;GO:0016020;GO:0071944;GO:0005737;GO:0005856;GO:0043232;GO:0030863;GO:0043229;GO:0030864;GO:0043226;GO:0110165;GO:0007017;GO:0009987;GO:0051223;GO:0051179;GO:0030010;GO:0000226;GO:0007219;GO:0007010;GO:0050896;GO:0030865;GO:0030036;GO:0007165;GO:0071692;GO:0051046;GO:0008593;GO:0023051;GO:0009966;GO:0051294;GO:0007154;GO:0048583;GO:0032879;GO:0051656;GO:0051049;GO:0051640;GO:0008104;GO:0007163;GO:0070201;GO:0065007;GO:0007049;GO:0071702;GO:0007166;GO:0045184;GO:0009306;GO:1903530;GO:0050789;GO:0032940;GO:0032878;GO:0051716;GO:0030866;GO:0030029;GO:0050794;GO:0051293;GO:0071705;GO:0140352;GO:0023052;GO:0051641;GO:0010646;GO:0046903;GO:0006810;GO:0022402;GO:0033036;GO:0050708;GO:0051234;GO:0032880;GO:0051653;GO:0015031;GO:0035592;GO:0051649;GO:0016787;GO:0005515;GO:0017022;GO:0019905;GO:0030695;GO:0017111;GO:0016818;GO:0005488;GO:0016462;GO:0060589;GO:0098772;GO:0030234;GO:0008047;GO:0016817;GO:0003924;GO:0003824;GO:0008092;GO:0000149;GO:0005096
QW917_018710	GO:0009987;GO:0048518;GO:0048522;GO:0019220;GO:0043085;GO:0050896;GO:0007165;GO:0007167;GO:0019222;GO:0051174;GO:0031325;GO:0050790;GO:0006793;GO:0008152;GO:0009893;GO:0007154;GO:0051338;GO:0010562;GO:0065007;GO:0048856;GO:0051347;GO:0007275;GO:0065009;GO:0042325;GO:0044093;GO:0032502;GO:0007166;GO:0044237;GO:0031323;GO:0006796;GO:0050789;GO:0032501;GO:0007169;GO:0050794;GO:0051716;GO:0023052;GO:0016310;GO:0045937;GO:0042327;GO:0043549;GO:0033674;GO:0016773;GO:0016301;GO:0016740;GO:0038023;GO:0004888;GO:0019199;GO:0060089;GO:0004672;GO:0003824;GO:0140096;GO:0004713;GO:0016772;GO:0004714;GO:0031226;GO:0032991;GO:0031224;GO:0005886;GO:0005887;GO:0016020;GO:0071944;GO:0043235;GO:0016021;GO:0110165
